,,Privaciones Municipios,,,,,,,,,,,,,,
15897,ZETAQUIRA,22.6,76.0,1.4,1.5,68.0,4.6,21.4,3.3,1.5,19.2,10.3,32.3,8.9,0.8,91.2
17001,MANIZALES,5.8,35.8,1.2,4.0,22.9,4.2,4.2,2.0,3.2,1.6,11.3,3.6,17.4,0.4,70.4
17013,AGUADAS,15.7,74.9,1.7,3.5,26.0,3.6,11.9,5.5,0.9,1.3,13.3,23.2,13.2,2.7,86.0
17042,ANSERMA,13.0,68.2,1.4,5.9,29.5,4.6,15.2,3.6,5.3,2.0,14.6,21.8,14.2,1.7,86.5
17050,ARANZAZU,14.8,74.3,1.9,0.9,32.5,3.9,11.6,3.9,2.2,0.1,15.2,16.1,13.9,2.4,84.9
17088,BELALCÁZAR,20.5,76.9,2.0,5.2,31.0,6.7,12.6,3.9,10.8,6.7,19.5,20.1,16.8,2.1,87.3
17174,CHINCHINÁ,11.3,56.9,1.2,3.0,26.3,5.5,2.3,2.7,3.0,0.5,13.8,3.9,18.7,0.8,77.0
17272,FILADELFIA,16.9,77.5,1.9,2.3,30.2,3.4,14.3,3.7,4.6,2.0,16.7,25.4,13.3,2.1,87.0
17380,LA DORADA,12.7,55.7,1.5,2.5,30.7,10.6,7.8,3.9,4.8,4.2,15.0,4.6,18.4,0.9,83.2
17388,LA MERCED,19.9,73.4,2.4,0.6,26.8,4.0,14.0,4.4,15.7,1.0,12.6,24.5,14.8,1.3,84.2
17433,MANZANARES,15.6,71.8,1.2,5.6,32.0,4.6,20.6,2.8,5.2,1.3,15.7,32.9,12.6,1.5,87.4
17442,MARMATO,13.3,67.9,3.2,4.6,31.2,6.9,37.6,6.7,2.0,4.1,18.9,17.2,18.3,2.6,77.1
17444,MARQUETALIA,17.6,77.6,1.5,7.9,35.5,5.0,12.1,3.4,3.1,0.9,14.5,34.9,12.8,2.3,91.6
17446,MARULANDA,13.3,79.1,1.6,2.0,28.7,2.4,22.4,4.7,9.5,0.3,22.8,30.6,9.5,3.6,80.4
17486,NEIRA,15.9,72.1,2.2,1.5,28.6,5.3,10.5,5.2,5.5,1.8,15.5,11.6,16.7,1.8,83.3
17495,NORCASIA,18.8,66.8,1.3,4.8,45.3,8.4,11.0,2.6,6.7,5.9,21.9,18.9,14.8,1.1,83.5
17513,PÁCORA,18.8,75.8,1.4,1.7,30.0,3.8,13.6,4.3,0.9,1.3,11.1,20.4,11.0,1.8,85.4
17524,PALESTINA,17.4,71.7,2.1,3.4,25.6,5.0,3.0,3.5,7.4,0.8,16.9,11.8,19.5,1.2,76.8
17541,PENSILVANIA,16.1,75.6,1.3,2.8,30.1,3.3,24.9,3.9,11.9,1.3,16.8,33.9,10.5,2.4,88.5
17614,RIOSUCIO,11.0,65.7,1.5,4.6,30.3,6.1,13.0,2.6,5.3,3.1,14.2,10.2,14.6,1.6,86.4
17616,RISARALDA,19.1,78.1,1.4,6.4,27.8,4.5,15.0,4.0,4.7,3.9,17.3,37.8,12.3,2.1,86.4
17653,SALAMINA,15.9,66.8,1.1,3.2,28.8,4.3,18.1,2.5,2.8,1.6,12.0,18.1,13.1,1.1,83.3
17662,SAMANÁ,17.9,76.5,1.8,3.9,32.5,3.6,25.7,4.4,3.5,2.6,13.7,37.1,12.2,2.4,89.9
17665,SAN JOSÉ,20.2,76.2,1.3,6.5,27.4,5.7,16.0,2.6,4.9,1.3,16.7,38.7,15.7,1.8,84.2
17777,SUPÍA,12.2,64.9,1.7,6.0,32.6,6.6,18.9,3.8,1.6,3.4,15.1,15.2,15.2,2.0,82.8
17867,VICTORIA,19.6,68.6,1.7,2.1,30.3,6.7,7.6,4.3,1.5,1.9,18.8,13.3,19.1,1.1,82.6
17873,VILLAMARÍA,7.2,40.3,1.5,5.7,23.1,4.2,8.1,2.2,2.8,1.5,14.7,6.3,17.5,0.7,72.0
17877,VITERBO,14.4,61.7,0.8,3.9,27.9,6.0,4.6,2.6,1.5,1.2,17.3,6.8,17.2,1.4,81.2
18001,FLORENCIA,9.1,47.8,2.3,4.8,35.4,10.7,11.9,4.7,9.5,5.0,18.4,8.6,20.4,1.4,85.0
18029,ALBANIA,12.1,68.7,1.1,4.1,41.6,10.0,17.1,4.7,1.8,11.5,21.4,26.3,12.0,1.9,88.1
18094,BELÉN DE LOS ANDAQUÍES,18.4,67.5,2.7,4.2,55.7,9.1,13.7,7.8,11.0,12.2,18.9,20.8,16.6,1.9,88.6
18150,CARTAGENA DEL CHAIRÁ,16.1,78.8,5.2,7.4,48.5,12.9,26.7,13.3,22.2,16.3,34.0,36.9,22.6,4.4,94.7
18205,CURILLO,18.2,72.3,2.0,10.1,48.1,15.2,26.7,6.1,20.5,4.9,26.7,23.5,15.0,2.9,93.4
18247,EL DONCELLO,14.7,68.2,1.8,11.3,42.8,10.3,8.0,6.0,7.7,10.3,23.8,18.9,14.1,1.9,90.7
18256,EL PAUJÍL,14.7,72.5,1.8,13.7,39.4,8.6,11.5,6.5,7.5,14.8,19.7,31.8,12.7,2.6,90.0
18410,LA MONTAÑITA,16.3,78.3,2.6,8.9,40.1,8.4,15.0,8.7,4.0,17.6,26.9,53.5,17.7,4.0,89.0
18460,MILÁN,18.2,75.8,4.2,5.4,49.0,8.6,41.9,9.0,4.2,23.5,31.4,64.8,18.3,3.4,92.1
18479,MORELIA,13.6,67.8,1.1,7.5,40.2,11.8,12.0,6.2,6.0,11.9,23.0,24.5,13.6,1.5,86.9
18592,PUERTO RICO,17.4,74.9,2.9,12.9,45.5,10.6,16.0,9.3,7.1,17.9,28.8,29.5,17.0,4.0,91.6
18610,SAN JOSÉ DEL FRAGUA,13.4,68.9,2.3,11.6,44.9,12.1,17.3,6.9,10.6,14.5,24.9,23.0,19.3,2.7,89.4
18753,SAN VICENTE DEL CAGUÁN,15.6,74.3,4.8,7.0,39.5,10.4,31.5,10.7,16.9,14.0,33.0,35.6,21.7,4.3,91.2
18756,SOLANO,16.6,72.3,6.0,10.1,56.2,10.6,34.2,14.3,11.0,8.5,37.4,56.5,30.2,3.9,92.0
18785,SOLITA,16.4,76.4,3.2,8.9,40.7,11.5,26.0,7.4,32.1,10.0,29.4,31.2,19.9,4.5,92.6
18860,VALPARAÍSO,15.0,73.6,2.3,4.3,48.3,7.7,26.7,7.8,4.4,13.0,23.8,36.0,15.3,2.3,91.9
19001,POPAYÁN,5.9,37.8,1.4,8.1,31.8,7.4,5.4,2.3,6.1,5.6,11.8,3.1,17.8,0.6,81.4
19022,ALMAGUER,24.2,81.8,1.1,5.3,52.4,7.8,54.2,6.5,0.3,80.4,15.9,56.3,6.9,2.2,94.2
19050,ARGELIA,16.0,82.9,2.9,13.8,35.2,5.5,12.8,9.2,4.3,28.1,19.7,23.9,14.7,4.6,96.3
19075,BALBOA,16.9,80.7,1.8,7.2,35.3,6.5,16.7,7.0,2.2,50.2,16.0,45.4,8.0,3.3,95.1
19100,BOLÍVAR,18.4,78.2,1.4,3.0,42.1,7.3,34.3,5.8,0.5,70.3,14.0,47.7,8.0,2.3,94.7
19110,BUENOS AIRES,15.3,69.1,2.9,5.5,38.7,4.3,17.6,4.9,2.7,35.3,18.5,40.9,15.2,2.8,90.5
19130,CAJIBÍO,20.0,80.3,1.7,7.8,43.1,6.1,30.5,7.7,3.3,43.6,20.2,59.2,9.9,3.6,94.3
19137,CALDONO,21.6,72.8,3.3,11.5,45.9,11.5,30.5,7.2,2.9,49.2,20.0,15.9,13.3,4.9,92.8
19142,CALOTO,13.6,55.7,1.6,5.4,40.2,7.3,18.4,3.0,12.7,36.7,17.1,28.7,12.8,1.9,86.8
19212,CORINTO,15.5,62.7,1.2,5.6,33.6,9.3,11.7,4.6,7.7,26.3,14.6,17.8,14.6,2.3,89.0
19256,EL TAMBO,18.4,80.1,1.8,9.9,40.0,5.5,23.3,5.5,5.9,33.5,15.2,29.0,10.2,2.7,94.3
19290,FLORENCIA,16.0,77.2,0.5,4.7,38.2,7.0,16.3,5.9,0.4,18.3,18.4,9.8,7.5,3.0,95.7
19300,GUACHENÉ,8.5,43.5,1.6,3.3,41.9,4.7,6.8,1.8,1.0,5.8,16.5,7.2,18.1,0.4,79.8
19318,GUAPI,28.8,67.2,10.9,1.4,48.1,9.6,82.2,8.2,32.1,1.8,33.4,78.7,30.8,3.3,93.4
19355,INZÁ,17.5,72.2,2.3,16.1,53.8,5.8,30.3,5.5,1.6,48.7,21.7,24.5,13.9,3.4,92.3
19364,JAMBALÓ,21.7,67.4,1.8,10.8,32.9,6.8,24.4,5.5,1.1,51.9,21.1,23.1,9.7,5.3,93.4
19392,LA SIERRA,16.7,71.7,1.2,5.4,60.3,8.1,31.6,3.1,6.2,60.0,14.6,21.7,11.0,0.9,94.0
19397,LA VEGA,16.9,75.5,1.7,8.4,55.9,6.6,37.7,4.8,0.6,67.3,16.3,31.5,12.2,1.7,91.3
19418,LÓPEZ DE MICAY,27.3,77.4,17.0,6.2,70.0,12.1,58.1,9.8,4.7,1.7,40.1,84.6,34.6,2.2,94.9
19450,MERCADERES,19.1,74.9,0.9,6.1,41.5,7.8,42.0,3.5,1.4,45.9,13.1,29.0,9.3,1.9,94.1
19455,MIRANDA,11.6,52.1,1.8,5.7,31.7,5.8,4.6,3.0,2.9,9.6,14.7,5.8,15.1,1.2,81.6
19473,MORALES,15.9,71.3,2.2,5.8,45.7,5.9,23.4,5.0,9.8,39.0,14.5,37.8,10.2,3.3,93.3
19513,PADILLA,8.4,48.6,1.7,2.0,42.8,5.3,6.2,2.9,1.8,9.7,13.7,6.0,16.1,0.3,81.7
19517,PÁEZ,18.8,72.5,3.4,5.1,48.0,7.9,34.7,7.3,2.9,49.7,22.4,18.4,15.5,4.7,92.6
19532,PATÍA,16.6,67.7,1.5,1.7,49.0,8.2,18.9,3.9,4.1,39.8,16.4,39.4,12.5,1.4,92.8
19533,PIAMONTE,10.1,69.3,2.2,5.3,38.4,7.6,18.2,8.8,17.8,5.9,22.6,25.0,13.6,4.7,90.0
19548,PIENDAMÓ - TUNÍA,13.9,64.8,1.2,4.1,36.5,8.1,15.8,4.0,5.7,16.4,12.1,5.6,10.6,2.2,91.9
19573,PUERTO TEJADA,7.1,39.8,2.1,2.0,30.5,7.5,1.5,3.9,0.3,2.3,11.8,1.9,20.6,0.5,81.7
19585,PURACÉ,12.4,66.3,1.5,8.2,38.3,9.5,34.7,4.0,2.6,20.0,17.4,19.8,11.5,2.4,90.2
19622,ROSAS,17.1,75.1,1.3,3.0,52.1,4.6,9.5,3.7,5.6,37.6,11.0,33.6,11.0,1.1,93.5
19693,SAN SEBASTIÁN,14.1,74.7,1.2,5.6,43.6,6.9,20.1,4.6,0.3,71.7,12.9,19.5,9.0,2.1,91.5
19698,SANTANDER DE QUILICHAO,8.7,49.6,1.6,4.7,30.0,6.5,6.7,3.2,7.4,18.6,13.0,10.1,15.4,1.8,85.8
19701,SANTA ROSA,11.9,72.0,1.6,28.1,60.0,8.9,58.7,5.6,5.0,29.6,24.4,32.4,16.0,3.2,88.2
19743,SILVIA,18.6,67.7,3.0,6.5,35.9,8.9,34.6,4.9,1.0,36.6,17.1,19.7,12.0,4.9,92.2
19760,SOTARÁ PAISPAMBA,9.7,67.2,1.3,3.3,38.2,6.8,28.6,4.4,3.0,37.4,12.6,14.4,11.4,1.7,88.2
19780,SUÁREZ,13.1,69.9,2.6,5.1,37.1,7.5,19.2,8.2,1.9,32.8,14.0,55.1,12.8,3.3,91.8
19785,SUCRE,20.9,75.8,0.8,1.8,89.1,6.4,36.5,4.5,1.3,82.0,16.7,65.2,7.7,0.1,96.6
19807,TIMBÍO,12.6,63.8,1.3,17.8,44.9,8.9,8.4,3.0,8.0,13.9,14.1,4.1,12.4,1.1,91.0
19809,TIMBIQUÍ,28.4,70.1,9.4,5.6,54.9,15.7,76.1,7.9,21.3,2.4,38.1,78.2,26.0,2.9,94.5
19821,TORIBÍO,19.9,68.1,2.8,4.6,36.7,4.7,26.4,6.2,8.6,39.6,16.1,28.6,10.6,5.5,95.5
19824,TOTORÓ,13.2,69.5,2.2,7.2,57.9,14.7,38.7,4.7,2.4,47.4,19.6,24.3,11.7,2.7,92.2
19845,VILLA RICA,6.0,41.9,1.8,4.2,35.4,7.3,6.6,2.5,0.9,5.2,11.7,42.0,18.2,0.4,79.1
20001,VALLEDUPAR,10.8,37.8,3.1,9.0,39.8,19.5,13.3,5.8,4.4,8.6,20.5,7.9,20.2,0.9,87.5
20011,AGUACHICA,17.1,54.1,1.8,12.2,38.0,21.2,12.6,4.6,5.3,9.6,22.7,7.0,17.5,1.7,87.6
20013,AGUSTÍN CODAZZI,22.0,59.2,3.2,8.5,44.9,24.1,19.7,7.7,4.7,15.7,22.1,15.7,17.9,1.5,88.1
20032,ASTREA,21.2,62.1,3.2,2.8,54.3,24.3,27.5,5.7,6.2,32.0,29.3,19.2,20.4,1.2,91.1
20045,BECERRIL,19.2,55.8,4.2,10.2,53.1,29.2,33.6,7.0,4.3,23.7,25.0,14.9,18.1,1.9,88.3
20060,BOSCONIA,19.8,58.3,2.4,4.2,46.3,29.4,18.2,6.6,16.2,18.0,23.3,11.4,15.5,1.9,87.4
20175,CHIMICHAGUA,25.8,66.0,2.4,4.8,49.7,19.8,29.5,5.3,3.2,30.1,26.6,10.6,17.3,1.7,92.9
20178,CHIRIGUANÁ,20.1,54.6,2.8,5.3,48.7,23.0,16.8,5.0,3.4,19.1,21.1,10.2,15.1,1.3,87.4
20228,CURUMANÍ,20.5,61.0,2.5,6.4,47.7,23.1,15.5,8.1,8.0,18.8,20.8,8.0,17.9,1.6,90.0
20238,EL COPEY,23.4,62.4,2.5,9.7,49.6,24.9,15.8,5.8,3.9,13.1,23.3,7.5,20.0,1.3,87.5
20250,EL PASO,16.2,52.5,3.2,8.0,52.4,22.3,11.8,5.2,2.1,19.9,23.7,8.2,17.7,1.3,82.2
20295,GAMARRA,21.4,63.7,1.2,14.5,53.1,18.6,35.5,3.5,8.3,15.3,22.2,4.2,13.4,0.9,85.7
20310,GONZÁLEZ,34.8,76.0,1.3,7.6,37.6,17.4,40.3,7.6,0.0,19.1,24.0,45.3,10.0,3.8,93.3
20383,LA GLORIA,25.1,65.6,2.4,1.4,46.2,16.5,18.8,5.8,8.9,17.6,20.8,12.2,17.4,1.6,84.5
20400,LA JAGUA DE IBIRICO,14.6,48.1,2.5,0.9,43.1,16.3,11.2,6.0,9.3,13.6,19.1,10.0,17.5,1.6,85.5
20443,MANAURE BALCÓN DEL CESAR,20.7,55.3,1.9,5.2,43.8,20.6,30.9,4.1,4.5,16.1,18.8,14.2,16.5,1.4,90.8
20517,PAILITAS,24.0,67.1,1.5,2.8,50.7,25.6,15.0,5.5,6.0,14.3,19.2,18.1,12.4,1.0,92.3
20550,PELAYA,26.8,68.0,2.4,8.6,47.4,21.3,22.0,5.9,5.5,13.9,26.1,9.1,18.9,1.7,87.9
20570,PUEBLO BELLO,34.4,74.4,9.8,12.2,68.8,34.2,52.2,22.9,4.6,51.5,41.4,53.4,23.5,1.7,94.9
20614,RÍO DE ORO,28.7,68.2,1.8,14.9,39.1,14.5,16.4,4.9,1.2,11.8,18.2,29.1,16.9,2.5,86.5
20621,LA PAZ,18.8,55.9,3.2,7.5,40.7,24.0,20.7,5.5,8.7,15.5,21.7,21.5,16.5,2.1,91.6
20710,SAN ALBERTO,14.5,58.3,2.6,4.3,31.3,15.8,12.2,5.2,3.3,3.9,23.5,5.3,16.5,1.6,76.2
20750,SAN DIEGO,20.3,58.5,2.7,6.6,44.2,20.5,13.6,5.2,2.0,11.3,23.2,9.9,15.4,1.9,91.4
20770,SAN MARTÍN,20.6,69.6,3.2,5.9,42.3,15.8,11.0,7.4,9.4,13.2,25.8,4.4,17.8,1.8,74.9
20787,TAMALAMEQUE,23.3,62.5,2.3,7.6,47.9,19.9,27.4,4.1,2.8,21.9,19.0,5.0,19.4,1.6,91.2
23001,MONTERÍA,11.8,41.2,1.9,2.8,35.3,14.0,18.0,3.6,4.8,14.3,16.8,9.4,16.4,0.8,86.2
23068,AYAPEL,27.4,68.1,2.7,6.2,51.7,20.3,61.5,5.6,14.2,43.5,25.8,66.1,13.1,1.7,92.7
23079,BUENAVISTA,27.6,69.9,2.4,3.9,56.0,17.5,45.5,7.5,13.4,40.7,25.5,13.8,14.6,1.4,90.6
23090,CANALETE,31.7,77.5,2.6,3.6,46.1,19.8,32.2,4.6,12.7,71.9,31.7,59.3,14.1,1.9,93.6
23162,CERETÉ,16.1,48.7,1.5,5.5,40.1,18.5,36.8,3.4,8.1,24.5,14.8,8.7,13.0,0.6,88.0
23168,CHIMÁ,34.7,64.4,1.4,2.0,59.3,12.1,21.2,3.3,11.4,48.2,14.8,58.8,13.0,0.6,95.1
23182,CHINÚ,27.3,64.3,1.8,0.8,50.6,16.4,15.5,3.8,11.7,27.5,16.2,5.2,14.7,1.0,93.5
23189,CIÉNAGA DE ORO,32.4,64.5,2.2,1.8,46.5,20.1,36.0,6.6,14.7,40.6,17.4,18.0,13.8,1.0,91.8
23300,COTORRA,22.7,59.0,1.4,7.0,44.1,16.8,38.6,3.2,4.0,23.0,16.5,7.2,11.1,1.1,91.5
23350,LA APARTADA,28.8,68.1,2.0,2.4,47.8,21.6,36.2,5.0,11.2,15.8,25.7,31.9,15.2,1.1,86.9
23417,LORICA,20.8,54.5,1.8,3.2,44.1,15.6,30.2,3.4,8.2,38.6,15.7,17.0,16.5,0.8,92.6
23419,LOS CÓRDOBAS,25.5,75.0,2.2,2.8,43.6,14.4,26.7,5.1,13.0,72.9,26.6,70.4,12.3,1.4,93.5
23464,MOMIL,23.5,54.9,1.5,5.1,45.6,17.0,29.9,4.3,3.0,33.4,14.8,20.2,13.0,0.8,93.4
23466,MONTELÍBANO,16.8,54.5,2.9,5.1,43.7,17.9,23.6,4.2,8.1,22.1,24.4,28.3,13.7,1.2,86.7
23500,MOÑITOS,25.5,66.8,2.1,3.8,56.6,18.0,67.0,4.6,18.2,68.9,21.1,60.4,15.7,1.5,95.5
23555,PLANETA RICA,23.2,58.1,1.7,3.0,41.6,17.4,15.4,4.6,9.7,25.2,19.0,26.2,14.7,1.1,90.1
23570,PUEBLO NUEVO,27.4,65.9,1.8,0.5,52.3,17.6,29.8,3.4,11.1,48.0,24.7,9.8,13.4,0.8,90.1
23574,PUERTO ESCONDIDO,26.7,72.9,3.6,5.9,51.2,20.3,51.4,5.1,10.3,71.4,25.3,76.2,14.9,1.3,94.8
23580,PUERTO LIBERTADOR,24.4,70.6,4.0,5.9,51.8,16.6,44.4,6.9,8.9,50.8,23.8,29.0,14.7,2.3,90.4
23586,PURÍSIMA DE LA CONCEPCIÓN,28.9,60.0,2.2,2.0,62.7,21.3,29.8,5.0,10.7,36.5,13.8,34.4,14.3,0.6,94.2
23660,SAHAGÚN,22.9,58.2,1.7,3.6,41.8,16.3,19.4,2.9,8.3,36.1,16.2,17.3,13.6,0.9,90.9
23670,SAN ANDRÉS DE SOTAVENTO,41.0,69.7,2.6,2.4,69.5,24.1,71.7,7.9,52.1,74.6,19.7,63.4,12.5,0.7,95.3
23672,SAN ANTERO,21.5,55.6,2.6,5.2,54.0,18.9,31.9,3.3,8.5,29.7,16.3,29.4,16.3,0.6,91.7
23675,SAN BERNARDO DEL VIENTO,24.8,68.5,1.5,3.5,49.0,14.4,53.7,4.5,12.0,44.7,24.2,34.7,12.2,1.2,94.7
23678,SAN CARLOS,28.0,71.2,1.7,5.1,48.4,16.2,39.1,3.6,9.8,53.3,19.9,38.7,10.6,0.8,92.5
23682,SAN JOSÉ DE URÉ,26.2,70.3,4.7,6.9,46.1,21.4,37.3,6.2,16.1,42.7,31.4,39.4,16.5,2.3,88.1
23686,SAN PELAYO,18.8,57.4,1.2,2.7,49.6,12.7,31.0,3.4,7.8,54.7,13.6,43.4,13.0,0.6,92.7
23807,TIERRALTA,28.0,70.4,3.3,7.0,49.0,24.7,57.4,8.9,14.8,38.4,30.0,40.4,13.6,3.3,94.0
23815,TUCHÍN,45.5,75.4,2.3,3.6,60.2,24.3,70.6,6.8,66.6,82.9,24.9,44.7,11.6,1.9,95.7
23855,VALENCIA,25.3,69.1,1.7,0.7,46.1,16.5,34.9,5.6,11.5,55.6,19.1,32.6,11.7,1.7,93.7
25001,AGUA DE DIOS,9.6,55.7,0.9,1.2,33.2,7.8,3.4,1.8,1.2,2.6,9.2,3.9,12.0,0.4,80.2
25019,ALBÁN,9.8,65.0,0.9,9.5,29.0,4.6,5.7,2.1,1.9,2.5,16.5,16.8,13.3,0.6,79.5
25035,ANAPOIMA,9.2,58.9,1.4,4.2,21.9,7.9,6.6,2.1,5.4,4.5,14.5,23.2,13.6,1.2,77.3
25040,ANOLAIMA,14.1,67.9,1.5,3.1,27.3,5.3,8.9,2.0,3.3,5.7,11.9,12.1,12.2,0.9,85.6
25053,ARBELÁEZ,8.2,60.1,1.3,1.8,25.7,6.2,4.4,3.6,1.9,5.6,16.0,11.4,12.0,1.5,84.0
25086,BELTRÁN,18.9,74.8,0.6,1.5,48.1,6.7,7.9,1.7,0.9,4.4,17.1,20.0,12.5,0.8,78.9
25095,BITUIMA,16.9,78.4,0.7,0.2,26.4,3.7,9.5,2.7,1.1,8.1,13.5,27.8,12.6,1.3,86.1
25099,BOJACÁ,7.3,52.7,1.8,9.0,20.9,8.8,1.5,2.5,0.9,0.8,18.4,5.4,16.2,1.1,70.0
25120,CABRERA,11.7,72.1,1.0,4.5,28.6,7.6,8.9,3.2,1.4,2.8,16.1,61.3,13.0,4.5,93.1
25123,CACHIPAY,12.0,63.7,1.1,4.6,24.5,5.0,6.1,2.0,4.6,3.8,12.3,9.3,13.3,1.6,84.6
25126,CAJICÁ,2.6,24.7,2.0,3.9,16.9,4.1,0.6,2.5,0.3,0.2,15.6,0.3,14.3,0.8,67.2
25148,CAPARRAPÍ,19.4,81.1,1.5,0.8,27.6,3.5,22.1,8.7,2.9,25.6,14.2,44.9,11.5,2.5,93.0
25151,CÁQUEZA,6.3,60.0,2.4,1.3,28.8,5.1,5.1,4.1,0.4,3.1,9.3,36.4,10.9,0.9,85.0
25154,CARMEN DE CARUPA,9.8,78.8,2.0,1.7,46.8,7.3,9.0,3.5,0.4,8.0,14.1,15.2,9.6,1.8,88.0
25168,CHAGUANÍ,20.5,76.4,1.1,40.2,44.3,3.3,16.1,1.5,3.3,27.8,13.6,49.4,10.3,0.6,89.6
25175,CHÍA,2.6,23.9,1.6,4.0,18.5,4.5,2.8,1.8,0.6,0.2,13.3,0.4,16.2,0.5,69.6
25178,CHIPAQUE,8.6,69.5,1.5,0.9,34.5,7.7,5.0,3.1,0.4,5.6,17.1,42.4,11.2,1.6,86.9
25181,CHOACHÍ,5.7,61.1,1.4,5.6,36.4,5.1,6.4,1.8,0.6,2.3,10.8,12.2,12.1,1.3,86.2
